user_id,prakriti_type,age,gender,stress_level,sleep_hours,activity_level,diet_type,meditation_minutes,profile_created_at,date,transaction_description,category,amount,type,Finance_Health_Score,Prakriti_Index,Sustainability_Score
,,,,,,,,,,05-01-2022,Determine not view cell seat.,Food & Drink,743.03,Expense,0,,
,,,,,,,,,,06-01-2022,Word collection those become.,Shopping,1171.57,Expense,0,,
,,,,,,,,,,08-01-2022,Activity decide really go.,Food & Drink,1197.85,Expense,0,,
,,,,,,,,,,09-01-2022,Answer just.,Entertainment,1445.59,Expense,0,,
,,,,,,,,,,13-01-2022,This manage her.,Utilities,1053.22,Expense,0,,
,,,,,,,,,,13-01-2022,Big look tell prepare.,Shopping,304.07,Expense,0,,
,,,,,,,,,,14-01-2022,Later son almost.,Food & Drink,1149.41,Expense,0,,
,,,,,,,,,,16-01-2022,End bit game thousand.,Entertainment,47.69,Expense,0,,
,,,,,,,,,,16-01-2022,Natural together.,Utilities,831.79,Expense,0,,
,,,,,,,,,,18-01-2022,Order party lot all.,Salary,1746.91,Expense,0,,
,,,,,,,,,,18-01-2022,Threat church big day couple.,Food & Drink,1414.49,Expense,0,,
,,,,,,,,,,21-01-2022,Enter example down anyone occur.,Health & Fitness,1996.26,Expense,0,,
,,,,,,,,,,21-01-2022,Approach about because.,Shopping,634.37,Expense,0,,
,,,,,,,,,,22-01-2022,Best deal point.,Other,4975,Income,0,,
,,,,,,,,,,23-01-2022,Such final however major.,Travel,1224.05,Expense,0,,
,,,,,,,,,,24-01-2022,Politics hold.,Investment,2785,Income,0,,
,,,,,,,,,,28-01-2022,Hard knowledge enjoy let.,Entertainment,1883.56,Expense,0,,
,,,,,,,,,,01-02-2022,Nor character recent.,Travel,1412.75,Expense,0,,
,,,,,,,,,,02-02-2022,Property space.,Salary,640.91,Expense,0,,
,,,,,,,,,,05-02-2022,Dinner article hit mission whole.,Travel,582.7,Expense,0,,
,,,,,,,,,,05-02-2022,Think live bad total research.,Shopping,1792.56,Expense,0,,
,,,,,,,,,,06-02-2022,Too song quality per build.,Health & Fitness,1909.67,Expense,0,,
,,,,,,,,,,08-02-2022,We cold deep.,Travel,93.71,Expense,0,,
,,,,,,,,,,08-02-2022,Amount bad raise.,Rent,699.26,Expense,0,,
,,,,,,,,,,09-02-2022,Challenge organization floor road southern.,Travel,1497.2,Expense,0,,
,,,,,,,,,,10-02-2022,News need task mind.,Travel,1866.72,Expense,0,,
,,,,,,,,,,10-02-2022,Onto site both change note.,Utilities,227.36,Expense,0,,
,,,,,,,,,,10-02-2022,Understand none.,Entertainment,492.49,Expense,0,,
,,,,,,,,,,10-02-2022,Test they there.,Entertainment,1279.51,Expense,0,,
,,,,,,,,,,11-02-2022,Pressure occur list common.,Other,3205,Income,0,,
,,,,,,,,,,14-02-2022,Peace race i.,Rent,1365.57,Expense,0,,
,,,,,,,,,,17-02-2022,Real any little environmental.,Investment,3833,Income,0,,
,,,,,,,,,,17-02-2022,Full soldier.,Salary,960.12,Expense,0,,
,,,,,,,,,,17-02-2022,Successful teach range.,Other,3131,Income,0,,
,,,,,,,,,,17-02-2022,Feel season similar.,Food & Drink,1816.79,Expense,0,,
,,,,,,,,,,18-02-2022,Rock painting become.,Investment,4883,Income,0,,
,,,,,,,,,,21-02-2022,Tree imagine machine.,Food & Drink,1827.33,Expense,0,,
,,,,,,,,,,22-02-2022,Start middle city find.,Investment,797,Income,0,,
,,,,,,,,,,22-02-2022,Career surface these ahead.,Shopping,1578.04,Expense,0,,
,,,,,,,,,,25-02-2022,Student economic lead.,Other,806,Income,0,,
,,,,,,,,,,27-02-2022,Ever statement measure.,Investment,3244,Income,0,,
,,,,,,,,,,01-03-2022,Drop major.,Salary,1779.63,Expense,0,,
,,,,,,,,,,02-03-2022,Whether listen necessary.,Other,2735,Income,0,,
,,,,,,,,,,04-03-2022,Study else store.,Investment,3208,Income,0,,
,,,,,,,,,,05-03-2022,Agree anyone take.,Other,2607,Income,0,,
,,,,,,,,,,07-03-2022,Positive question especially.,Food & Drink,1475.87,Expense,0,,
,,,,,,,,,,07-03-2022,After sister should across treatment.,Entertainment,359.23,Expense,0,,
,,,,,,,,,,12-03-2022,Song difference part wall require.,Shopping,1655.71,Expense,0,,
,,,,,,,,,,14-03-2022,Time surface learn design.,Rent,807.66,Expense,0,,
,,,,,,,,,,17-03-2022,Station however bill memory production.,Investment,4411,Income,0,,
,,,,,,,,,,17-03-2022,Positive participant fear blue as.,Entertainment,23.59,Expense,0,,
,,,,,,,,,,18-03-2022,Technology end represent throughout.,Salary,1509.98,Expense,0,,
,,,,,,,,,,18-03-2022,Change she tonight.,Travel,1169.1,Expense,0,,
,,,,,,,,,,18-03-2022,Race return pretty young.,Travel,1310.83,Expense,0,,
,,,,,,,,,,20-03-2022,Identify say on yes.,Food & Drink,1338.89,Expense,0,,
,,,,,,,,,,20-03-2022,Risk develop movement size.,Utilities,816.78,Expense,0,,
,,,,,,,,,,22-03-2022,Feel color price next.,Travel,1383.68,Expense,0,,
,,,,,,,,,,23-03-2022,Likely scientist.,Travel,741.41,Expense,0,,
,,,,,,,,,,23-03-2022,Water tonight pressure.,Utilities,961.58,Expense,0,,
,,,,,,,,,,24-03-2022,Development the inside thought.,Health & Fitness,837.53,Expense,0,,
,,,,,,,,,,25-03-2022,One less brother.,Salary,1517.13,Expense,0,,
,,,,,,,,,,26-03-2022,Oil per line create build.,Entertainment,1526.1,Expense,0,,
,,,,,,,,,,27-03-2022,Fear approach take case customer.,Rent,1055.76,Expense,0,,
,,,,,,,,,,28-03-2022,Throughout would century television congress.,Health & Fitness,165.42,Expense,0,,
,,,,,,,,,,28-03-2022,Forward would finish around.,Food & Drink,1659.26,Expense,0,,
,,,,,,,,,,28-03-2022,Decide similar office.,Entertainment,1149.68,Expense,0,,
,,,,,,,,,,28-03-2022,Size sister can its.,Other,4762,Income,0,,
,,,,,,,,,,29-03-2022,Investment local above move.,Entertainment,1436.67,Expense,0,,
,,,,,,,,,,29-03-2022,Throughout series.,Salary,1619.3,Expense,0,,
,,,,,,,,,,31-03-2022,Adult above safe.,Shopping,919.03,Expense,0,,
,,,,,,,,,,31-03-2022,Fine bill me fill.,Other,3024,Income,0,,
,,,,,,,,,,31-03-2022,Fear fact.,Shopping,516.37,Expense,0,,
,,,,,,,,,,01-04-2022,Model its rather card you.,Investment,1098,Income,0,,
,,,,,,,,,,01-04-2022,Seek close trade speech.,Other,1022,Income,0,,
,,,,,,,,,,01-04-2022,Difference world deep.,Food & Drink,1869.82,Expense,0,,
,,,,,,,,,,01-04-2022,Mean but represent society heart.,Other,759,Income,0,,
,,,,,,,,,,02-04-2022,Perhaps order answer blue structure.,Utilities,1540.25,Expense,0,,
,,,,,,,,,,02-04-2022,Indicate herself.,Shopping,755.18,Expense,0,,
,,,,,,,,,,03-04-2022,Listen check receive.,Salary,1740.54,Expense,0,,
,,,,,,,,,,03-04-2022,Inside big minute.,Shopping,169.7,Expense,0,,
,,,,,,,,,,04-04-2022,Store bit responsibility brother.,Utilities,1310.53,Expense,0,,
,,,,,,,,,,05-04-2022,Marriage participant.,Utilities,1985.77,Expense,0,,
,,,,,,,,,,08-04-2022,Win group important civil nature.,Utilities,1458.44,Expense,0,,
,,,,,,,,,,09-04-2022,Former able public trade.,Food & Drink,1514.8,Expense,0,,
,,,,,,,,,,09-04-2022,Chance bed memory rich.,Salary,1350.26,Expense,0,,
,,,,,,,,,,10-04-2022,Popular lead with.,Shopping,1648.49,Expense,0,,
,,,,,,,,,,10-04-2022,Anyone spend them system.,Health & Fitness,318.69,Expense,0,,
,,,,,,,,,,16-04-2022,International break surface three.,Investment,763,Income,0,,
,,,,,,,,,,18-04-2022,Professional color group.,Shopping,1233.7,Expense,0,,
,,,,,,,,,,18-04-2022,Environmental run head garden box.,Food & Drink,488.93,Expense,0,,
,,,,,,,,,,21-04-2022,Even history surface son.,Investment,4157,Income,0,,
,,,,,,,,,,22-04-2022,Car risk.,Food & Drink,497.02,Expense,0,,
,,,,,,,,,,22-04-2022,Indeed opportunity.,Other,2419,Income,0,,
,,,,,,,,,,24-04-2022,Consider here grow agreement.,Food & Drink,288.87,Expense,0,,
,,,,,,,,,,24-04-2022,Turn both in animal.,Entertainment,1633.41,Expense,0,,
,,,,,,,,,,29-04-2022,Actually than modern season.,Health & Fitness,1159.17,Expense,0,,
,,,,,,,,,,30-04-2022,Within prove full.,Health & Fitness,481.44,Expense,0,,
,,,,,,,,,,02-05-2022,Believe product eat generation put.,Entertainment,832.98,Expense,0,,
,,,,,,,,,,02-05-2022,Stuff next write.,Utilities,1255.73,Expense,0,,
,,,,,,,,,,03-05-2022,Poor church.,Salary,103.3,Expense,0,,
,,,,,,,,,,05-05-2022,Thank avoid man drive.,Shopping,1573.75,Expense,0,,
,,,,,,,,,,05-05-2022,Medical nearly.,Shopping,822.44,Expense,0,,
,,,,,,,,,,06-05-2022,Stage bad know of.,Utilities,1511.29,Expense,0,,
,,,,,,,,,,07-05-2022,Language budget market president.,Entertainment,608.47,Expense,0,,
,,,,,,,,,,07-05-2022,Include news a before.,Salary,1830.33,Expense,0,,
,,,,,,,,,,07-05-2022,None pressure lay future stay.,Shopping,1119,Expense,0,,
,,,,,,,,,,08-05-2022,Forward should outside respond.,Investment,2588,Income,0,,
,,,,,,,,,,08-05-2022,Box service develop game.,Rent,1845.23,Expense,0,,
,,,,,,,,,,09-05-2022,Miss reduce animal clearly cell.,Rent,1075.91,Expense,0,,
,,,,,,,,,,09-05-2022,Effect cultural.,Food & Drink,544.24,Expense,0,,
,,,,,,,,,,11-05-2022,Democratic station course full.,Food & Drink,1748.5,Expense,0,,
,,,,,,,,,,13-05-2022,Unit study.,Investment,4427,Income,0,,
,,,,,,,,,,13-05-2022,Leader operation mean white.,Health & Fitness,613.34,Expense,0,,
,,,,,,,,,,14-05-2022,Save network item one under.,Entertainment,1874.95,Expense,0,,
,,,,,,,,,,19-05-2022,Community spring billion price paper.,Rent,1496.29,Expense,0,,
,,,,,,,,,,19-05-2022,Thing industry participant realize.,Entertainment,1394.3,Expense,0,,
,,,,,,,,,,20-05-2022,Huge garden family.,Shopping,1831.1,Expense,0,,
,,,,,,,,,,20-05-2022,Include record security.,Travel,767.52,Expense,0,,
,,,,,,,,,,22-05-2022,Team republican very plan cut.,Health & Fitness,623.76,Expense,0,,
,,,,,,,,,,23-05-2022,Tv car report window.,Salary,937.35,Expense,0,,
,,,,,,,,,,24-05-2022,My pm report set.,Salary,1525.64,Expense,0,,
,,,,,,,,,,24-05-2022,Old wall report purpose.,Entertainment,747.7,Expense,0,,
,,,,,,,,,,25-05-2022,There institution actually.,Entertainment,1485.09,Expense,0,,
,,,,,,,,,,27-05-2022,Herself apply.,Other,2918,Income,0,,
,,,,,,,,,,28-05-2022,Environment size worker.,Other,2384,Income,0,,
,,,,,,,,,,29-05-2022,Style real far.,Entertainment,1003.61,Expense,0,,
,,,,,,,,,,29-05-2022,Grow laugh.,Health & Fitness,522.08,Expense,0,,
,,,,,,,,,,30-05-2022,Score night down.,Salary,927.05,Expense,0,,
,,,,,,,,,,30-05-2022,Unit hold.,Health & Fitness,346.84,Expense,0,,
,,,,,,,,,,31-05-2022,Approach season data than team.,Salary,376.26,Expense,0,,
,,,,,,,,,,01-06-2022,Treatment relate positive.,Food & Drink,1052.65,Expense,0,,
,,,,,,,,,,01-06-2022,Cultural right cover large work.,Rent,1890.92,Expense,0,,
,,,,,,,,,,04-06-2022,While same budget.,Food & Drink,830.66,Expense,0,,
,,,,,,,,,,04-06-2022,Evidence enough claim suffer.,Entertainment,145.26,Expense,0,,
,,,,,,,,,,06-06-2022,Letter visit always up.,Investment,4642,Income,0,,
,,,,,,,,,,07-06-2022,Past product make of group.,Food & Drink,1239.49,Expense,0,,
,,,,,,,,,,07-06-2022,Detail contain attention measure indeed.,Salary,1321.98,Expense,0,,
,,,,,,,,,,11-06-2022,Begin determine degree forward.,Other,597,Income,0,,
,,,,,,,,,,11-06-2022,Despite sell most.,Other,4888,Income,0,,
,,,,,,,,,,12-06-2022,Boy generation.,Food & Drink,1009.41,Expense,0,,
,,,,,,,,,,12-06-2022,Truth during always those high.,Shopping,1614.27,Expense,0,,
,,,,,,,,,,12-06-2022,Either rich agency might.,Rent,1836.92,Expense,0,,
,,,,,,,,,,13-06-2022,Sort knowledge analysis together court.,Entertainment,391.94,Expense,0,,
,,,,,,,,,,17-06-2022,Way cold.,Health & Fitness,541.98,Expense,0,,
,,,,,,,,,,17-06-2022,Account assume prove similar ten.,Health & Fitness,1919,Expense,0,,
,,,,,,,,,,18-06-2022,Day stock.,Entertainment,1980.56,Expense,0,,
,,,,,,,,,,19-06-2022,Section child.,Rent,1310.93,Expense,0,,
,,,,,,,,,,20-06-2022,Also available concern edge.,Food & Drink,196.07,Expense,0,,
,,,,,,,,,,21-06-2022,Start treat imagine later identify.,Salary,121.67,Expense,0,,
,,,,,,,,,,21-06-2022,Hope brother.,Investment,1177,Income,0,,
,,,,,,,,,,23-06-2022,As second animal summer group.,Shopping,1293.37,Expense,0,,
,,,,,,,,,,23-06-2022,Face rate.,Rent,1790.63,Expense,0,,
,,,,,,,,,,25-06-2022,She join house.,Entertainment,430.72,Expense,0,,
,,,,,,,,,,25-06-2022,Choose detail section someone.,Salary,549.48,Expense,0,,
,,,,,,,,,,26-06-2022,Whether century quality.,Travel,1799.63,Expense,0,,
,,,,,,,,,,26-06-2022,Network never.,Food & Drink,366.92,Expense,0,,
,,,,,,,,,,30-06-2022,Above others.,Food & Drink,1923.32,Expense,0,,
,,,,,,,,,,01-07-2022,Water fight security tough gas.,Shopping,1858.46,Expense,0,,
,,,,,,,,,,02-07-2022,Central contain pattern education boy.,Entertainment,1137.72,Expense,0,,
,,,,,,,,,,04-07-2022,Surface usually.,Health & Fitness,773.85,Expense,0,,
,,,,,,,,,,04-07-2022,Popular available public economy.,Rent,1006.58,Expense,0,,
,,,,,,,,,,04-07-2022,Maintain former campaign pretty beyond.,Food & Drink,204.39,Expense,0,,
,,,,,,,,,,05-07-2022,Fish late pattern.,Rent,687.78,Expense,0,,
,,,,,,,,,,06-07-2022,Charge note space when collection.,Shopping,1938.15,Expense,0,,
,,,,,,,,,,13-07-2022,Size republican political.,Travel,1569.26,Expense,0,,
,,,,,,,,,,17-07-2022,Care run there leg.,Entertainment,718.06,Expense,0,,
,,,,,,,,,,17-07-2022,Main board population.,Shopping,379.62,Expense,0,,
,,,,,,,,,,17-07-2022,Teach cause mrs.,Shopping,180.53,Expense,0,,
,,,,,,,,,,18-07-2022,Baby away affect medical all.,Entertainment,1429.09,Expense,0,,
,,,,,,,,,,18-07-2022,If operation trade necessary myself.,Investment,3612,Income,0,,
,,,,,,,,,,19-07-2022,President chance hotel through.,Utilities,1481.91,Expense,0,,
,,,,,,,,,,20-07-2022,Let member however.,Rent,192.13,Expense,0,,
,,,,,,,,,,22-07-2022,Production summer.,Salary,726.24,Expense,0,,
,,,,,,,,,,25-07-2022,Cell city not not the.,Utilities,183.72,Expense,0,,
,,,,,,,,,,27-07-2022,Voice american seven discussion.,Shopping,215.55,Expense,0,,
,,,,,,,,,,27-07-2022,Doctor protect military social.,Investment,3157,Income,0,,
,,,,,,,,,,27-07-2022,Truth thing always possible.,Food & Drink,590.78,Expense,0,,
,,,,,,,,,,27-07-2022,Plant event score official now.,Rent,1452.44,Expense,0,,
,,,,,,,,,,28-07-2022,Half president structure might.,Entertainment,1148.2,Expense,0,,
,,,,,,,,,,28-07-2022,Might good test.,Other,1888,Income,0,,
,,,,,,,,,,29-07-2022,Thought according think key.,Other,2698,Income,0,,
,,,,,,,,,,30-07-2022,Method exactly.,Rent,342.74,Expense,0,,
,,,,,,,,,,31-07-2022,Church own stage.,Travel,973.62,Expense,0,,
,,,,,,,,,,02-08-2022,Specific result loss long.,Other,2520,Income,0,,
,,,,,,,,,,02-08-2022,Claim street against amount of.,Salary,1191.67,Expense,0,,
,,,,,,,,,,03-08-2022,Picture always occur.,Investment,1609,Income,0,,
,,,,,,,,,,04-08-2022,Election conference when.,Shopping,671.11,Expense,0,,
,,,,,,,,,,06-08-2022,These road.,Health & Fitness,886.04,Expense,0,,
,,,,,,,,,,07-08-2022,Describe paper.,Utilities,607.87,Expense,0,,
,,,,,,,,,,12-08-2022,Color store over some.,Entertainment,963.23,Expense,0,,
,,,,,,,,,,13-08-2022,Process enough right garden law.,Other,3114,Income,0,,
,,,,,,,,,,15-08-2022,Her car admit.,Salary,1935.85,Expense,0,,
,,,,,,,,,,15-08-2022,Range step painting concern.,Health & Fitness,758.35,Expense,0,,
,,,,,,,,,,16-08-2022,Me brother lot candidate owner.,Shopping,736.38,Expense,0,,
,,,,,,,,,,16-08-2022,Miss have analysis morning.,Entertainment,1188.53,Expense,0,,
,,,,,,,,,,17-08-2022,Smile high open scientist.,Food & Drink,1906.48,Expense,0,,
,,,,,,,,,,18-08-2022,International effort.,Entertainment,882.53,Expense,0,,
,,,,,,,,,,19-08-2022,Exist theory.,Rent,1639.74,Expense,0,,
,,,,,,,,,,21-08-2022,Country remember smile.,Shopping,1349.23,Expense,0,,
,,,,,,,,,,21-08-2022,Brother according pressure reach firm.,Other,2482,Income,0,,
,,,,,,,,,,22-08-2022,Choice prepare.,Utilities,1433.32,Expense,0,,
,,,,,,,,,,22-08-2022,Talk interest hand.,Rent,903.64,Expense,0,,
,,,,,,,,,,23-08-2022,Sense including six lot.,Shopping,1073.39,Expense,0,,
,,,,,,,,,,24-08-2022,Never effect fill general relationship.,Shopping,1091.85,Expense,0,,
,,,,,,,,,,26-08-2022,Security land record.,Health & Fitness,1406.25,Expense,0,,
,,,,,,,,,,26-08-2022,Democrat hundred.,Rent,227.65,Expense,0,,
,,,,,,,,,,28-08-2022,Pass range appear home player.,Health & Fitness,341.01,Expense,0,,
,,,,,,,,,,29-08-2022,Likely outside because.,Shopping,1933.95,Expense,0,,
,,,,,,,,,,30-08-2022,He participant right.,Shopping,220.83,Expense,0,,
,,,,,,,,,,31-08-2022,Prevent expert white arm similar.,Investment,4683,Income,0,,
,,,,,,,,,,31-08-2022,Keep cut prevent sound.,Entertainment,897.1,Expense,0,,
,,,,,,,,,,01-09-2022,Almost outside middle.,Utilities,696.49,Expense,0,,
,,,,,,,,,,02-09-2022,College already dream a church.,Investment,2920,Income,0,,
,,,,,,,,,,03-09-2022,Good house only military.,Rent,240.98,Expense,0,,
,,,,,,,,,,03-09-2022,Near risk.,Utilities,703.17,Expense,0,,
,,,,,,,,,,03-09-2022,Give white everybody paper create.,Entertainment,1047.02,Expense,0,,
,,,,,,,,,,04-09-2022,Above company media next me.,Rent,881.95,Expense,0,,
,,,,,,,,,,04-09-2022,Sort what.,Health & Fitness,143.68,Expense,0,,
,,,,,,,,,,05-09-2022,Economic kind help low during.,Investment,685,Income,0,,
,,,,,,,,,,06-09-2022,Race to television loss.,Rent,1357.51,Expense,0,,
,,,,,,,,,,07-09-2022,Him small.,Investment,4727,Income,0,,
,,,,,,,,,,08-09-2022,Son include good.,Investment,3211,Income,0,,
,,,,,,,,,,10-09-2022,Red enjoy.,Salary,471.39,Expense,0,,
,,,,,,,,,,11-09-2022,Human see.,Utilities,380.91,Expense,0,,
,,,,,,,,,,11-09-2022,Never condition.,Shopping,68.09,Expense,0,,
,,,,,,,,,,12-09-2022,Despite off consumer second.,Entertainment,904.65,Expense,0,,
,,,,,,,,,,14-09-2022,Say dog drug enter.,Food & Drink,1412.42,Expense,0,,
,,,,,,,,,,15-09-2022,Strong student green.,Rent,1158.92,Expense,0,,
,,,,,,,,,,15-09-2022,Turn put professional.,Utilities,737.93,Expense,0,,
,,,,,,,,,,17-09-2022,When summer he firm together.,Investment,2649,Income,0,,
,,,,,,,,,,18-09-2022,Make worker trouble.,Salary,1060.15,Expense,0,,
,,,,,,,,,,19-09-2022,Develop office approach son.,Shopping,1226.5,Expense,0,,
,,,,,,,,,,19-09-2022,Allow girl team simply lead.,Health & Fitness,710.45,Expense,0,,
,,,,,,,,,,21-09-2022,Least ready activity decision ok.,Utilities,1629.34,Expense,0,,
,,,,,,,,,,23-09-2022,Party employee nature down.,Travel,1838.18,Expense,0,,
,,,,,,,,,,26-09-2022,Gas contain interest industry sell.,Utilities,633.24,Expense,0,,
,,,,,,,,,,26-09-2022,Evidence conference capital office.,Rent,374.26,Expense,0,,
,,,,,,,,,,28-09-2022,Result sound.,Shopping,842.3,Expense,0,,
,,,,,,,,,,29-09-2022,Task cultural son school.,Other,3965,Income,0,,
,,,,,,,,,,29-09-2022,Computer matter.,Investment,1866,Income,0,,
,,,,,,,,,,30-09-2022,Result size feel no nothing.,Utilities,382.33,Expense,0,,
,,,,,,,,,,01-10-2022,Real art.,Food & Drink,1732.39,Expense,0,,
,,,,,,,,,,02-10-2022,Stuff benefit seat employee.,Salary,281.7,Expense,0,,
,,,,,,,,,,03-10-2022,Newspaper special general in go.,Salary,824.18,Expense,0,,
,,,,,,,,,,04-10-2022,Office power company sister great.,Salary,982.51,Expense,0,,
,,,,,,,,,,04-10-2022,Simple land bad party.,Investment,2306,Income,0,,
,,,,,,,,,,05-10-2022,What than political up instead.,Travel,457.44,Expense,0,,
,,,,,,,,,,08-10-2022,Support author class direction.,Salary,1135.64,Expense,0,,
,,,,,,,,,,10-10-2022,Report painting house.,Salary,1103.96,Expense,0,,
,,,,,,,,,,12-10-2022,Security minute late cold.,Investment,2694,Income,0,,
,,,,,,,,,,12-10-2022,Road product wait.,Health & Fitness,1088.67,Expense,0,,
,,,,,,,,,,13-10-2022,Cold billion as.,Salary,1097.24,Expense,0,,
,,,,,,,,,,19-10-2022,Approach side model you billion.,Rent,1474.62,Expense,0,,
,,,,,,,,,,19-10-2022,Pressure those.,Entertainment,602.44,Expense,0,,
,,,,,,,,,,20-10-2022,Easy exist phone.,Salary,533,Expense,0,,
,,,,,,,,,,21-10-2022,Stuff agreement professional team foot.,Rent,883.75,Expense,0,,
,,,,,,,,,,22-10-2022,Window music evening know.,Entertainment,427.66,Expense,0,,
,,,,,,,,,,23-10-2022,Opportunity lead see.,Health & Fitness,1723.49,Expense,0,,
,,,,,,,,,,25-10-2022,Model police finally girl.,Shopping,340.3,Expense,0,,
,,,,,,,,,,28-10-2022,Source kind hand.,Investment,2195,Income,0,,
,,,,,,,,,,30-10-2022,Field a spring.,Health & Fitness,1069.24,Expense,0,,
,,,,,,,,,,31-10-2022,Expert movement reach man.,Utilities,654.07,Expense,0,,
,,,,,,,,,,03-11-2022,Across involve fall.,Travel,1149.74,Expense,0,,
,,,,,,,,,,04-11-2022,Nature country.,Rent,279.82,Expense,0,,
,,,,,,,,,,05-11-2022,House clear say hope.,Shopping,1838.35,Expense,0,,
,,,,,,,,,,07-11-2022,Enjoy instead dream.,Utilities,1405.84,Expense,0,,
,,,,,,,,,,07-11-2022,Possible mother especially.,Investment,3138,Income,0,,
,,,,,,,,,,09-11-2022,Consumer face.,Shopping,984.02,Expense,0,,
,,,,,,,,,,10-11-2022,Laugh red man fly charge.,Travel,1259.35,Expense,0,,
,,,,,,,,,,13-11-2022,Control bill.,Rent,1270.92,Expense,0,,
,,,,,,,,,,14-11-2022,Resource road do.,Rent,811.67,Expense,0,,
,,,,,,,,,,14-11-2022,Management game.,Health & Fitness,914.84,Expense,0,,
,,,,,,,,,,15-11-2022,Your less social form.,Food & Drink,1739.13,Expense,0,,
,,,,,,,,,,17-11-2022,Entire hotel.,Rent,1464.55,Expense,0,,
,,,,,,,,,,17-11-2022,Consider time economic high.,Health & Fitness,1701.71,Expense,0,,
,,,,,,,,,,18-11-2022,Window research his.,Shopping,443.48,Expense,0,,
,,,,,,,,,,19-11-2022,Scene almost leave.,Entertainment,994.48,Expense,0,,
,,,,,,,,,,21-11-2022,Program decade home which view.,Travel,682.13,Expense,0,,
,,,,,,,,,,22-11-2022,Rock seat near business loss.,Salary,1578.72,Expense,0,,
,,,,,,,,,,26-11-2022,Growth appear project.,Food & Drink,101.43,Expense,0,,
,,,,,,,,,,26-11-2022,Plan foot cold.,Salary,42.4,Expense,0,,
,,,,,,,,,,28-11-2022,Build smile across among situation.,Utilities,888.16,Expense,0,,
,,,,,,,,,,28-11-2022,Choice side eat matter rather.,Other,2157,Income,0,,
,,,,,,,,,,01-12-2022,Art green child movie blue.,Utilities,1765.47,Expense,0,,
,,,,,,,,,,03-12-2022,First next popular.,Travel,195.75,Expense,0,,
,,,,,,,,,,04-12-2022,Run again help right.,Rent,749.97,Expense,0,,
,,,,,,,,,,05-12-2022,Magazine join.,Utilities,113.06,Expense,0,,
,,,,,,,,,,05-12-2022,Recent couple cost girl run.,Entertainment,864.17,Expense,0,,
,,,,,,,,,,07-12-2022,Trial never attention choice fast.,Investment,508,Income,0,,
,,,,,,,,,,12-12-2022,Happen a point here control.,Rent,274.07,Expense,0,,
,,,,,,,,,,13-12-2022,Task simply draw return probably.,Salary,28.48,Expense,0,,
,,,,,,,,,,15-12-2022,Couple raise she child.,Rent,1976.43,Expense,0,,
,,,,,,,,,,16-12-2022,Important focus benefit probably.,Utilities,960.62,Expense,0,,
,,,,,,,,,,18-12-2022,Condition all blood.,Rent,1464.22,Expense,0,,
,,,,,,,,,,22-12-2022,All politics.,Other,3511,Income,0,,
,,,,,,,,,,28-12-2022,Moment red eight hand.,Utilities,771.61,Expense,0,,
,,,,,,,,,,30-12-2022,Us decade.,Utilities,1286.74,Expense,0,,
,,,,,,,,,,31-12-2022,Life police.,Rent,1065.71,Expense,0,,
,,,,,,,,,,03-01-2023,Sea three state some around.,Investment,4105,Income,0,,
,,,,,,,,,,04-01-2023,American audience fight war whether.,Entertainment,1259.88,Expense,0,,
,,,,,,,,,,04-01-2023,Rise mother.,Other,4124,Income,0,,
,,,,,,,,,,06-01-2023,Moment eat personal.,Rent,1794.22,Expense,0,,
,,,,,,,,,,09-01-2023,See indeed black police group.,Investment,3645,Income,0,,
,,,,,,,,,,10-01-2023,Third coach congress husband.,Shopping,635.86,Expense,0,,
,,,,,,,,,,11-01-2023,Move outside value.,Other,1190,Income,0,,
,,,,,,,,,,13-01-2023,Yard foot he share issue.,Travel,1560.15,Expense,0,,
,,,,,,,,,,15-01-2023,Drive nation heart nearly season.,Travel,418.84,Expense,0,,
,,,,,,,,,,16-01-2023,Language however risk work.,Entertainment,1498.21,Expense,0,,
,,,,,,,,,,17-01-2023,Career three according worker democrat.,Food & Drink,1569.77,Expense,0,,
,,,,,,,,,,18-01-2023,Sign wall.,Entertainment,994.83,Expense,0,,
,,,,,,,,,,19-01-2023,Memory number occur behind leave.,Other,1081,Income,0,,
,,,,,,,,,,19-01-2023,Enter threat economic.,Food & Drink,1973.9,Expense,0,,
,,,,,,,,,,19-01-2023,Begin hundred truth.,Utilities,779.81,Expense,0,,
,,,,,,,,,,19-01-2023,Society common stay ready.,Shopping,737.17,Expense,0,,
,,,,,,,,,,19-01-2023,Organization feel.,Salary,1909.36,Expense,0,,
,,,,,,,,,,20-01-2023,Bad argue side girl.,Food & Drink,1178.85,Expense,0,,
,,,,,,,,,,21-01-2023,Us building side section.,Investment,826,Income,0,,
,,,,,,,,,,21-01-2023,Him fight american music change.,Shopping,1018.16,Expense,0,,
,,,,,,,,,,22-01-2023,Check purpose young.,Shopping,852.91,Expense,0,,
,,,,,,,,,,23-01-2023,Offer bed it skill challenge.,Utilities,562.16,Expense,0,,
,,,,,,,,,,23-01-2023,Live seat.,Entertainment,1948.88,Expense,0,,
,,,,,,,,,,23-01-2023,Energy huge its recently.,Other,3700,Income,0,,
,,,,,,,,,,24-01-2023,Nice maintain present cultural.,Rent,627.24,Expense,0,,
,,,,,,,,,,24-01-2023,Drug entire involve.,Entertainment,125.23,Expense,0,,
,,,,,,,,,,24-01-2023,Both including.,Other,1450,Income,0,,
